Name,Fecha,TipoInvestigacion,TipoPredio,Estado,Barrio,Estrato,AreaPrivada,AreaLote,ValorComercial,ValorM2,Longitud,Latitud,ANIO,MES,DIA
181676.0,24-01-2022,VENTA,CASA,USADO,SAN MIGUEL,4.0,422,213,900000000.0,2132701.0,-75.55806534,6.25419263,2022,1,24
181682.0,24-01-2022,VENTA,CASA,USADO,SAN MIGUEL,4.0,460,393,1780000000.0,3869565.0,-75.5581578,6.2543647,2022,1,24
181721.0,26-01-2022,VENTA,CASA,USADO,PRADO,4.0,238,133,360000000.0,1512605.0,-75.5605938,6.25821134,2022,1,26
181742.0,26-01-2022,VENTA,CASA,USADO,PRADO,4.0,261,153,540000000.0,2068966.0,-75.55881817,6.25901583,2022,1,26
181750.0,26-01-2022,VENTA,CASA,USADO,PRADO,3.0,64,69,250000000.0,3906250.0,-75.55987467,6.25811333,2022,1,26
181759.0,26-01-2022,VENTA,CASA,USADO,PRADO,4.0,373,355,1250000000.0,3351206.0,-75.559569,6.26059741,2022,1,26
181766.0,26-01-2022,VENTA,CASA,USADO,PRADO,4.0,381,322,790000000.0,2073491.0,-75.56188239,6.25697194,2022,1,26
181771.0,27-01-2022,VENTA,CASA,USADO,LOS ANGELES,4.0,120,94,320000000.0,2666667.0,-75.55899605,6.25358338,2022,1,27
181782.0,27-01-2022,VENTA,CASA,USADO,SAN MIGUEL,4.0,197,126,450000000.0,2284264.0,-75.55608048,6.25381508,2022,1,27
181786.0,27-01-2022,VENTA,CASA,USADO,SAN MIGUEL,4.0,422,249,900000000.0,2132701.0,-75.55798655,6.25413746,2022,1,27
181807.0,27-01-2022,VENTA,CASA,USADO,LOS ANGELES,4.0,491,624,1350000000.0,2749491.0,-75.55942348,6.25403323,2022,1,27
181834.0,27-01-2022,VENTA,CASA,USADO,LOS ANGELES,4.0,164,152,480000000.0,2926829.0,-75.56023881,6.25527626,2022,1,27
181857.0,28-01-2022,VENTA,CASA,USADO,LOS ANGELES,4.0,205,84,580000000.0,2829268.0,-75.558975,6.2544692,2022,1,28
181877.0,28-01-2022,VENTA,CASA,USADO,TEJELO,3.0,103,98,360000000.0,3495146.0,-75.57126612,6.3076946,2022,1,28
181891.0,11-02-2022,VENTA,CASA,USADO,VDA LAS PALMAS,6.0,690,1547,3950000000.0,5724638.0,-75.54451223,6.20789946,2022,2,11
181937.0,21-02-2022,VENTA,CASA,USADO,GERONA,3.0,250,197,470000000.0,1880000.0,-75.5605713,6.24134234,2022,2,21
181939.0,21-02-2022,VENTA,CASA,USADO,EL SALVADOR,3.0,235,288,450000000.0,1914894.0,-75.56139373,6.24218226,2022,2,21
181951.0,23-02-2022,VENTA,CASA UNIDAD CERRADA,USADO,SUBURBANO MIRADOR DEL POBLADO,6.0,1221,2245,10900000000.0,6096197.0,-75.54382084,6.21432718,2022,2,23
182022.0,28-02-2022,VENTA,CASA,USADO,CALASANZ,4.0,219,150,780000000.0,3561644.0,-75.6003261,6.26374241,2022,2,28
182041.0,01-03-2022,VENTA,CASA,USADO,LOS ALCAZARES,3.0,163,126,530000000.0,3251534.0,-75.60842054,6.25877209,2022,3,1
182047.0,01-03-2022,VENTA,CASA,USADO,ZONA DE EXPANSION ALTAVISTA,2.0,94,32,90000000.0,957447.0,-75.61452177,6.21940735,2022,3,1
182061.0,02-03-2022,VENTA,CASA,USADO,SUBURB. BUGA - PATIO BONITO,1.0,60,0,60000000.0,1000000.0,-75.63750077,6.22145253,2022,3,2
182075.0,02-03-2022,VENTA,CASA,USADO,CASTROPOL,6.0,520,945,2500000000.0,4807692.0,-75.56837778,6.22212498,2022,3,2
182084.0,02-03-2022,VENTA,CASA,USADO,LOS BALSOS # 1,6.0,2644,2387,9500000000.0,3593041.0,-75.56092158,6.18838417,2022,3,2
182086.0,02-03-2022,VENTA,CASA UNIDAD CERRADA,USADO,SUBURBANO EL TESORO,6.0,1100,1573,4500000000.0,4090909.0,-75.55484238,6.18023879,2022,3,2
182195.0,14-03-2022,VENTA,CASA UNIDAD CERRADA,USADO,LOS NARANJOS,6.0,440,1823,2377000000.0,5402273.0,-75.5608107,6.19542233,2022,3,14
182218.0,14-03-2022,VENTA,CASA UNIDAD CERRADA,USADO,BOYACA,3.0,145,85,288000000.0,1986207.0,-75.56624179,6.30428953,2022,3,14
182453.0,17-03-2022,VENTA,CASA,USADO,ALFONSO LOPEZ,2.0,50,36,130000000.0,2600000.0,-75.57960355,6.28448195,2022,3,17
182663.0,24-03-2022,VENTA,CASA UNIDAD CERRADA,USADO,MONTECLARO,2.0,64,36,180000000.0,2812500.0,-75.60037574,6.28670916,2022,3,24
182665.0,24-03-2022,VENTA,CASA,USADO,MANRIQUE CENTRAL # 1,3.0,168,229,550000000.0,2401747.0,-75.55626584,6.26745379,2022,3,24
182701.0,26-03-2022,VENTA,CASA,USADO,VILLA NUEVA,4.0,256,282,1080000000.0,4218750.0,-75.56187374,6.25281786,2022,3,26
182940.0,08-04-2022,VENTA,CASA,USADO,FATIMA,5.0,245,228,1036000000.0,4228571.0,-75.58630632,6.23452729,2022,4,8
182941.0,08-04-2022,VENTA,CASA UNIDAD CERRADA,USADO,LA GLORIA,5.0,139,147,454000000.0,3266187.0,-75.6026883,6.22185546,2022,4,8
182942.0,08-04-2022,VENTA,CASA,USADO,TRINIDAD,3.0,142,76,216000000.0,1521127.0,-75.58509491,6.22523007,2022,4,8
183073.0,25-04-2022,VENTA,CASA,USADO,BUENOS AIRES,3.0,160,115,450000000.0,2812500.0,-75.5597083,6.24191887,2022,4,25
183089.0,25-04-2022,VENTA,CASA,USADO,GERONA,3.0,163,216,200000000.0,1226994.0,-75.56039003,6.24174134,2022,4,25
183093.0,26-04-2022,VENTA,CASA,USADO,SAN DIEGO,2.0,111,30,400000000.0,3603604.0,-75.56744362,6.23756809,2022,4,26
183096.0,26-04-2022,VENTA,CASA,USADO,LAS PALMAS,2.0,233,91,300000000.0,1287554.0,-75.56760782,6.2410454,2022,4,26
183106.0,26-04-2022,VENTA,CASA,USADO,LAS PALMAS,3.0,144,142,300000000.0,2083333.0,-75.56401097,6.24022782,2022,4,26
183490.0,02-05-2022,VENTA,CASA,USADO,GERONA,3.0,221,265,930000000.0,4208145.0,-75.56065007,6.24172868,2022,5,2
183520.0,03-05-2022,VENTA,CASA,USADO,MIRANDA,2.0,120,113,330000000.0,2750000.0,-75.56236988,6.27686516,2022,5,3
183566.0,05-05-2022,VENTA,CASA,USADO,VDA ALTAVISTA,2.0,20,0,57000000.0,2850000.0,-75.60792455,6.20920047,2022,5,5
183592.0,06-05-2022,VENTA,CASA,USADO,CABECERA SAN ANTONIO DE PRADO,3.0,280,281,450000000.0,1607143.0,-75.65218394,6.18589977,2022,5,6
183595.0,06-05-2022,VENTA,CASA,USADO,ROSALES,5.0,232,232,1100000000.0,4741379.0,-75.59123842,6.23651532,2022,5,6
183597.0,06-05-2022,VENTA,CASA,USADO,CAMPO AMOR,4.0,195,173,860000000.0,4410256.0,-75.58576665,6.21214103,2022,5,6
183599.0,06-05-2022,VENTA,CASA,USADO,ROSALES,5.0,235,235,1050000000.0,4468085.0,-75.59382781,6.23636206,2022,5,6
183637.0,09-05-2022,VENTA,CASA,USADO,LOS COLORES,4.0,240,202,1100000000.0,4583333.0,-75.59279126,6.26763747,2022,5,9
183638.0,09-05-2022,VENTA,CASA,USADO,LOS COLORES,5.0,219,228,890000000.0,4063927.0,-75.59328735,6.26925979,2022,5,9
183640.0,09-05-2022,VENTA,CASA,USADO,LOS COLORES,4.0,198,184,940000000.0,4747475.0,-75.59442798,6.26899744,2022,5,9
183643.0,09-05-2022,VENTA,CASA,USADO,CUCARACHO,3.0,89,179,330000000.0,3707865.0,-75.60693687,6.28146442,2022,5,9
183644.0,09-05-2022,VENTA,CASA,USADO,LOS COLORES,5.0,180,180,920000000.0,5111111.0,-75.59267558,6.26779078,2022,5,9
183646.0,09-05-2022,VENTA,CASA,USADO,LOS COLORES,5.0,204,182,940000000.0,4607843.0,-75.59155687,6.26695585,2022,5,9
183648.0,09-05-2022,VENTA,CASA,USADO,PAJARITO,3.0,230,36,230000000.0,1000000.0,-75.60896002,6.28435638,2022,5,9
183667.0,09-05-2022,VENTA,CASA,USADO,CABECERA SAN CRISTOBAL,3.0,300,96,450000000.0,1500000.0,-75.63285883,6.27744511,2022,5,9
183682.0,09-05-2022,VENTA,CASA,USADO,ROBLEDO,3.0,215,256,510000000.0,2372093.0,-75.59686152,6.27641808,2022,5,9
183684.0,09-05-2022,VENTA,CASA,USADO,CABECERA SAN CRISTOBAL,3.0,103,368,380000000.0,3689320.0,-75.63544406,6.27702694,2022,5,9
183701.0,10-05-2022,VENTA,CASA,USADO,LOS COLORES,5.0,207,202,1080000000.0,5217391.0,-75.59279126,6.26763747,2022,5,10
183703.0,10-05-2022,VENTA,CASA,USADO,LOS COLORES,5.0,233,248,975000000.0,4184549.0,-75.59449233,6.26426654,2022,5,10
183738.0,10-05-2022,VENTA,CASA,USADO,BELEN,4.0,266,144,980000000.0,3684211.0,-75.6014808,6.23255024,2022,5,10
183760.0,10-05-2022,VENTA,CASA,USADO,LOS COLORES,4.0,230,250,975000000.0,4239130.0,-75.59457212,6.26410382,2022,5,10
183764.0,11-05-2022,VENTA,CASA,USADO,LA CASTELLANA,5.0,108,107,560000000.0,5185185.0,-75.60525204,6.23770126,2022,5,11
183765.0,11-05-2022,VENTA,CASA,USADO,LOS CONQUISTADORES,4.0,310,268,570000000.0,1838710.0,-75.58767642,6.23969431,2022,5,11
183794.0,11-05-2022,VENTA,CASA,USADO,MIRAVALLE,5.0,194,145,845000000.0,4355670.0,-75.60167321,6.23687031,2022,5,11
183914.0,11-05-2022,VENTA,CASA,USADO,SANTA MONICA,4.0,160,160,385000000.0,2406250.0,-75.61511507,6.24497528,2022,5,11
183940.0,13-05-2022,VENTA,CASA,USADO,EL DIAMANTE # 2,6.0,190,1854,680000000.0,3578947.0,-75.57615716,6.18784205,2022,5,13
183941.0,13-05-2022,VENTA,CASA,USADO,LA CASTELLANA,5.0,133,120,800000000.0,6015038.0,-75.606493,6.24026678,2022,5,13
183954.0,13-05-2022,VENTA,CASA,USADO,ARANJUEZ,3.0,189,189,350000000.0,1851852.0,-75.5623041,6.27931941,2022,5,13
183959.0,13-05-2022,VENTA,CASA,USADO,ARANJUEZ,3.0,134,65,320000000.0,2388060.0,-75.56084623,6.28204635,2022,5,13
183960.0,13-05-2022,VENTA,CASA,USADO,LORENA,5.0,94,47,360000000.0,3829787.0,-75.5998635,6.24802193,2022,5,13
183985.0,13-05-2022,VENTA,CASA,USADO,LAS ACACIAS,5.0,195,115,650000000.0,3333333.0,-75.6020078,6.24017218,2022,5,13
183997.0,13-05-2022,VENTA,CASA,USADO,LA CASTELLANA,5.0,100,72,698000000.0,6980000.0,-75.6055173,6.24368209,2022,5,13
184012.0,13-05-2022,VENTA,CASA,USADO,BELENCITO,4.0,119,108,340000000.0,2857143.0,-75.61584673,6.25248432,2022,5,13
184036.0,16-05-2022,VENTA,CASA,USADO,BELENCITO,4.0,200,132,640000000.0,3200000.0,-75.61602244,6.24958828,2022,5,16
184042.0,16-05-2022,VENTA,CASA,USADO,LA MILAGROSA,3.0,165,166,390000000.0,2363636.0,-75.55395743,6.23729163,2022,5,16
184078.0,17-05-2022,VENTA,CASA,USADO,LOS CONQUISTADORES,4.0,148,96,650000000.0,4391892.0,-75.58246331,6.24099123,2022,5,17
184092.0,17-05-2022,VENTA,CASA,USADO,LOS CONQUISTADORES,5.0,371,371,1650000000.0,4447439.0,-75.5839135,6.24398497,2022,5,17
184102.0,18-05-2022,VENTA,CASA,USADO,LAURELES,5.0,360,129,920000000.0,2555556.0,-75.59387779,6.24285561,2022,5,18
184196.0,18-05-2022,VENTA,CASA,USADO,LA AMERICA,4.0,202,246,1230000000.0,6089109.0,-75.60108975,6.25305903,2022,5,18
184290.0,19-05-2022,VENTA,CASA,USADO,LA CASTELLANA,5.0,315,144,750000000.0,2380952.0,-75.60445201,6.2402043,2022,5,19
184339.0,23-05-2022,VENTA,CASA,USADO,CAMPO VALDES # 2,3.0,110,153,180000000.0,1636364.0,-75.554435,6.26967358,2022,5,23
184357.0,23-05-2022,VENTA,CASA,USADO,LOS COLORES,4.0,234,235,700000000.0,2991453.0,-75.59477983,6.26747182,2022,5,23
184388.0,23-05-2022,VENTA,CASA,USADO,PRADO,4.0,373,355,1150000000.0,3083110.0,-75.559569,6.26059741,2022,5,23
184390.0,23-05-2022,VENTA,CASA,USADO,PRADO,3.0,224,127,580000000.0,2589286.0,-75.56005707,6.25971078,2022,5,23
184486.0,24-05-2022,VENTA,CASA,USADO,MIRANDA,3.0,138,39,320000000.0,2318841.0,-75.5613386,6.27718619,2022,5,24
184497.0,24-05-2022,VENTA,CASA,USADO,VILLA NUEVA,4.0,164,102,460000000.0,2804878.0,-75.56013459,6.25268902,2022,5,24
181447.0,14-01-2022,VENTA,LOTE,USADO,VDA LAS PALMAS,6.0,0,20000,1200000000.0,60000.0,-75.55011617,6.17804828,2022,1,14
181448.0,14-01-2022,VENTA,LOTE,USADO,ALEJANDRIA,6.0,0,1753,5200000000.0,2966343.0,-75.5655126,6.20047952,2022,1,14
181449.0,14-01-2022,VENTA,LOTE,USADO,LA AGUACATALA,6.0,0,2507,5600000000.0,2233746.0,-75.57733618,6.19703275,2022,1,14
181454.0,14-01-2022,VENTA,LOTE,USADO,CERRO NUTIBARA,2.0,0,457,1300000000.0,2844639.0,-75.58183227,6.23363617,2022,1,14
181455.0,14-01-2022,VENTA,LOTE,USADO,BOMBONA # 1,4.0,0,384,1912000000.0,4979167.0,-75.56163737,6.24404324,2022,1,14
181494.0,18-01-2022,VENTA,FINCA,USADO,VDA LA OCULTA,2.0,174,19600,750000000.0,4310345.0,-75.67529654,6.19667741,2022,1,18
181498.0,18-01-2022,VENTA,FINCA,USADO,VDA POTRERITO,2.0,385,25000,1500000000.0,3896104.0,-75.67393462,6.18354022,2022,1,18
181730.0,26-01-2022,VENTA,LOTE,USADO,PRADO,3.0,0,382,500000000.0,1308901.0,-75.55870986,6.26115614,2022,1,26
181889.0,10-02-2022,VENTA,LOTE,USADO,SUBURBANO CHACALTAYA,0.0,0,13989,3500000000.0,250197.0,-75.5433496,6.17810201,2022,2,10
181890.0,10-02-2022,VENTA,LOTE,USADO,CASTROPOL,5.0,0,16234,40000000000.0,2463965.0,-75.56617807,6.222389,2022,2,10
181902.0,14-02-2022,VENTA,LOTE,USADO,VDA LA VERDE,0.0,0,2212,265440000.0,120000.0,-75.6415989,6.18868964,2022,2,14
181905.0,15-02-2022,VENTA,FINCA,USADO,VDA LA VERDE,2.0,180,256000,2900000000.0,16111111.0,-75.63109762,6.18821503,2022,2,15
181907.0,15-02-2022,VENTA,LOTE,USADO,CABECERA SAN ANTONIO DE PRADO,0.0,0,28464,2849999872.0,100126.0,-75.64748339,6.18832171,2022,2,15
181908.0,15-02-2022,VENTA,LOTE,USADO,CABECERA SAN ANTONIO DE PRADO,0.0,0,47750,5200000000.0,108901.0,-75.65067399,6.18103955,2022,2,15
181910.0,15-02-2022,VENTA,LOTE,USADO,CABECERA SAN ANTONIO DE PRADO,0.0,0,5982,2100000000.0,351053.0,-75.64775335,6.1797028,2022,2,15
181913.0,15-02-2022,VENTA,LOTE,USADO,SUBURBANO POTRERITO,0.0,0,2140,490000000.0,228972.0,-75.66894166,6.18035295,2022,2,15
181920.0,15-02-2022,VENTA,LOTE,USADO,VDA LA VERDE,0.0,0,36290,440000000.0,12125.0,-75.6401398,6.20537343,2022,2,15
181926.0,16-02-2022,VENTA,LOTE,USADO,CABECERA SAN ANTONIO DE PRADO,0.0,0,24471,2100000000.0,85816.0,-75.6492226,6.18865938,2022,2,16
181931.0,18-02-2022,VENTA,LOTE,USADO,BOMBONA # 1,0.0,0,359,1788000000.0,4980501.0,-75.56174412,6.24404894,2022,2,18
181936.0,21-02-2022,VENTA,LOTE,USADO,GERONA,0.0,0,265,950000000.0,3584906.0,-75.56065007,6.24172868,2022,2,21
182002.0,24-02-2022,VENTA,LOTE,USADO,CALASANZ,0.0,0,394,1480000000.0,3756345.0,-75.59878189,6.26293062,2022,2,24
182018.0,28-02-2022,VENTA,LOTE,USADO,LOS PINOS,0.0,0,226,1000000000.0,4424779.0,-75.59676008,6.25383576,2022,2,28
182067.0,02-03-2022,VENTA,LOTE,USADO,VDA LAS PALMAS,0.0,0,1500,1050000000.0,700000.0,-75.55110902,6.18540934,2022,3,2
182068.0,02-03-2022,VENTA,LOTE,USADO,VDA LA LOMA,0.0,0,10333,1100000000.0,106455.0,-75.62982572,6.26166884,2022,3,2
182069.0,02-03-2022,VENTA,LOTE,USADO,VDA LAS PALMAS,0.0,0,2268,1800000000.0,793520.0,-75.55045823,6.1995694,2022,3,2
182079.0,02-03-2022,VENTA,LOTE,USADO,SAN LUCAS,0.0,0,1258,2721585333.0,2163422.0,-75.5667047,6.18505783,2022,3,2
182080.0,02-03-2022,VENTA,LOTE,USADO,SAN LUCAS,0.0,0,1234,1851000000.0,1500000.0,-75.56673817,6.18466238,2022,3,2
182081.0,02-03-2022,VENTA,LOTE,USADO,SAN LUCAS,0.0,0,951,2057414667.0,2163422.0,-75.56695224,6.18428624,2022,3,2
182952.0,18-04-2022,VENTA,LOTE,USADO,EL TESORO,0.0,0,1750,1100000000.0,628571.0,-75.55007313,6.20538467,2022,4,18
183057.0,21-04-2022,VENTA,LOTE,USADO,VILLA CARLOTA,0.0,0,4232,28000000000.0,6616257.0,-75.57550277,6.22545708,2022,4,21
183502.0,02-05-2022,VENTA,LOTE,USADO,VDA EL UVITO,0.0,0,15000,240000000.0,16000.0,-75.66402871,6.2975604,2022,5,2
183503.0,02-05-2022,VENTA,LOTE,USADO,TRINIDAD,3.0,0,236,1133400000.0,4802542.0,-75.58561281,6.2254163,2022,5,2
183504.0,02-05-2022,VENTA,LOTE,USADO,VDA MEDIA LUNA,0.0,0,6400,823000000.0,128594.0,-75.51413804,6.2340981,2022,5,2
183553.0,04-05-2022,VENTA,FINCA,USADO,VDA ALTAVISTA,4.0,553,18256,1780000000.0,3218807.0,-75.62963227,6.20713014,2022,5,4
183554.0,04-05-2022,VENTA,FINCA,USADO,VDA AGUAS FRIAS,5.0,2000,12169,2900000000.0,1450000.0,-75.64113885,6.23385386,2022,5,4
183591.0,05-05-2022,VENTA,LOTE,USADO,VDA ALTAVISTA,0.0,0,97760,15641600000.0,160000.0,-75.62210385,6.20851958,2022,5,5
183636.0,09-05-2022,VENTA,LOTE,USADO,LOS COLORES,0.0,0,221,870000000.0,3936652.0,-75.59338456,6.26928891,2022,5,9
183944.0,13-05-2022,VENTA,LOTE,USADO,BUENOS AIRES,0.0,0,112,400000000.0,3571429.0,-75.559658,6.24187926,2022,5,13
183990.0,13-05-2022,VENTA,LOTE,USADO,LA PILARICA,5.0,0,633,1406000000.0,2221169.0,-75.58466725,6.27325058,2022,5,13
183998.0,13-05-2022,VENTA,LOTE,USADO,MIRAFLORES,3.0,0,1391,2000000000.0,1437815.0,-75.5484676,6.23476123,2022,5,13
184077.0,17-05-2022,VENTA,LOTE,USADO,EL TESORO,6.0,0,2272,4600000000.0,2024648.0,-75.55515248,6.2037092,2022,5,17
184096.0,18-05-2022,VENTA,LOTE,USADO,CASTROPOL,0.0,0,1300,3000000000.0,2307692.0,-75.56507947,6.21475429,2022,5,18
184100.0,18-05-2022,VENTA,LOTE,USADO,SUBURBANO MIRADOR DEL POBLADO,0.0,0,35923,1300000000.0,36189.0,-75.55254014,6.2171158,2022,5,18
184108.0,18-05-2022,VENTA,LOTE,USADO,ALEJANDRIA,0.0,0,5000,5000000000.0,1000000.0,-75.56658833,6.20105487,2022,5,18
184140.0,18-05-2022,VENTA,LOTE,USADO,LAS ACACIAS,0.0,0,344,2300000000.0,6686047.0,-75.60072706,6.23908411,2022,5,18
184300.0,19-05-2022,VENTA,LOTE,USADO,FLORIDA NUEVA,4.0,0,147,780000000.0,5306122.0,-75.59267262,6.25054002,2022,5,19
184317.0,20-05-2022,VENTA,LOTE,USADO,LOS CONQUISTADORES,0.0,0,323,1700000000.0,5263158.0,-75.58330404,6.24015792,2022,5,20
184327.0,20-05-2022,VENTA,LOTE,USADO,LOS CONQUISTADORES,0.0,0,665,3500000000.0,5263158.0,-75.58375384,6.24423394,2022,5,20
184360.0,23-05-2022,VENTA,LOTE,USADO,BERLIN,3.0,0,150,300000000.0,2000000.0,-75.55554436,6.28723938,2022,5,23
184387.0,23-05-2022,VENTA,LOTE,USADO,PRADO,0.0,0,300,500000000.0,1666667.0,-75.55870986,6.26115614,2022,5,23
184392.0,23-05-2022,VENTA,LOTE,USADO,PRADO,0.0,0,950,6500000000.0,6842105.0,-75.56250021,6.25516067,2022,5,23
181462.0,17-01-2022,VENTA,LOCAL,USADO,SAN DIEGO,0.0,44,52,730000000.0,16590909.0,-75.56907547,6.23523416,2022,1,17
181471.0,17-01-2022,VENTA,LOCAL,NUEVO,BOMBONA # 1,0.0,20,15,370491000.0,18524550.0,-75.56146419,6.24470578,2022,1,17
181472.0,17-01-2022,VENTA,LOCAL,NUEVO,BOMBONA # 1,0.0,19,15,351966200.0,18524537.0,-75.56146419,6.24470578,2022,1,17
181473.0,17-01-2022,VENTA,LOCAL,NUEVO,BOMBONA # 1,0.0,24,19,444588800.0,18524533.0,-75.56146419,6.24470578,2022,1,17
181474.0,17-01-2022,VENTA,LOCAL,NUEVO,BOMBONA # 1,0.0,8,9,95965470.0,11995684.0,-75.56146419,6.24470578,2022,1,17
181475.0,17-01-2022,VENTA,LOCAL,NUEVO,BOMBONA # 1,0.0,24,9,180449358.0,7518723.0,-75.56146419,6.24470578,2022,1,17
181479.0,17-01-2022,VENTA,LOCAL,USADO,BOSTON,0.0,157,166,780000000.0,4968153.0,-75.55932082,6.2482818,2022,1,17
181491.0,17-01-2022,VENTA,LOCAL,USADO,LA COLINA,0.0,600,549,3200000000.0,5333333.0,-75.58905721,6.20083676,2022,1,17
181502.0,18-01-2022,VENTA,LOCAL,USADO,AEROPARQUE JUAN PABLO II,0.0,30,41,130000000.0,4333333.0,-75.58780409,6.21649344,2022,1,18
181549.0,19-01-2022,VENTA,LOCAL,USADO,LA CANDELARIA,0.0,49,22,550000000.0,11224490.0,-75.56684486,6.25131809,2022,1,19
181550.0,19-01-2022,VENTA,LOCAL,USADO,PRADO,0.0,387,172,480000000.0,1240310.0,-75.56261645,6.26161414,2022,1,19
181551.0,19-01-2022,VENTA,LOCAL,USADO,PRADO,0.0,296,131,370000000.0,1250000.0,-75.56261645,6.26161414,2022,1,19
181553.0,19-01-2022,VENTA,LOCAL,USADO,LA CANDELARIA,0.0,760,102,3040000000.0,4000000.0,-75.56618713,6.2461854,2022,1,19
181567.0,19-01-2022,VENTA,LOCAL,USADO,PRADO,0.0,103,117,900000000.0,8737864.0,-75.56297152,6.26340283,2022,1,19
181568.0,19-01-2022,VENTA,LOCAL,USADO,SURAMERICANA,0.0,177,18,650000000.0,3672316.0,-75.58021729,6.25478517,2022,1,19
181574.0,19-01-2022,VENTA,LOCAL,USADO,CARIBE,0.0,28,0,135000000.0,4821429.0,-75.57272634,6.2744024,2022,1,19
181582.0,19-01-2022,VENTA,LOCAL,USADO,EL ESTADIO,0.0,150,187,690000000.0,4600000.0,-75.59653522,6.26277028,2022,1,19
181637.0,21-01-2022,VENTA,LOCAL,USADO,LOS COLORES,0.0,273,136,850000000.0,3113553.0,-75.59486543,6.26685429,2022,1,21
181675.0,24-01-2022,VENTA,LOCAL,USADO,SAN JOAQUIN,0.0,697,336,1800000000.0,2582496.0,-75.58728033,6.2440144,2022,1,24
181716.0,25-01-2022,VENTA,LOCAL,USADO,MANRIQUE ORIENTAL,0.0,175,213,400000000.0,2285714.0,-75.5493878,6.26731113,2022,1,25
181735.0,26-01-2022,VENTA,LOCAL,USADO,LOS CONQUISTADORES,0.0,358,359,2000000000.0,5586592.0,-75.58553591,6.24324865,2022,1,26
181781.0,27-01-2022,VENTA,LOCAL,USADO,LOS COLORES,0.0,958,970,5950000000.0,6210856.0,-75.59228046,6.26556195,2022,1,27
181868.0,28-01-2022,VENTA,LOCAL,USADO,SAN JOAQUIN,0.0,120,32,500000000.0,4166667.0,-75.58487662,6.24495708,2022,1,28
181929.0,17-02-2022,VENTA,LOCAL,USADO,ROSALES,0.0,33,20,168000000.0,5090909.0,-75.59354223,6.23527029,2022,2,17
182467.0,17-03-2022,VENTA,LOCAL,USADO,KENNEDY,0.0,65,30,180000000.0,2769231.0,-75.58394637,6.28776802,2022,3,17
182584.0,23-03-2022,VENTA,LOCAL,USADO,BOSTON,0.0,33,5,130000000.0,3939394.0,-75.55926719,6.2489119,2022,3,23
182670.0,25-03-2022,VENTA,LOCAL,USADO,VILLA NUEVA,0.0,700,804,3700000000.0,5285714.0,-75.56360998,6.25166919,2022,3,25
182671.0,25-03-2022,VENTA,LOCAL,USADO,VILLA NUEVA,0.0,84,43,490000000.0,5833333.0,-75.56344413,6.25196754,2022,3,25
182680.0,25-03-2022,VENTA,LOCAL,USADO,BOLIVARIANA,0.0,555,371,2000000000.0,3603604.0,-75.59099375,6.24440848,2022,3,25
182725.0,28-03-2022,VENTA,LOCAL,USADO,LOS CONQUISTADORES,0.0,35,35,268000000.0,7657143.0,-75.58714358,6.24084934,2022,3,28
182726.0,28-03-2022,VENTA,LOCAL,USADO,LOS CONQUISTADORES,0.0,42,42,322000000.0,7666667.0,-75.58714358,6.24084934,2022,3,28
182728.0,29-03-2022,VENTA,LOCAL,USADO,LOS CONQUISTADORES,0.0,119,88,1750000000.0,14705882.0,-75.58714358,6.24084934,2022,3,29
182729.0,29-03-2022,VENTA,LOCAL,USADO,LOS CONQUISTADORES,0.0,58,57,700000000.0,12068966.0,-75.58714358,6.24084934,2022,3,29
182743.0,30-03-2022,VENTA,LOCAL,USADO,VILLA NUEVA,0.0,14,8,58000000.0,4142857.0,-75.56344413,6.25196754,2022,3,30
182875.0,05-04-2022,VENTA,LOCAL,NUEVO,EL NOGAL - LOS ALMENDROS,0.0,1050,205,3600000000.0,3428571.0,-75.59374258,6.23864702,2022,4,5
182876.0,05-04-2022,VENTA,LOCAL,USADO,ESTACION VILLA,0.0,402,146,850000000.0,2114428.0,-75.57033165,6.25387006,2022,4,5
182877.0,05-04-2022,VENTA,LOCAL,USADO,CARLOS E. RESTREPO,0.0,650,101,2990000000.0,4600000.0,-75.5844197,6.25791839,2022,4,5
182878.0,05-04-2022,VENTA,LOCAL,USADO,LA CANDELARIA,0.0,800,230,2500000000.0,3125000.0,-75.56207804,6.24971196,2022,4,5
182879.0,05-04-2022,VENTA,LOCAL,USADO,ESTACION VILLA,0.0,710,165,2500000000.0,3521127.0,-75.56707289,6.25675581,2022,4,5
182880.0,05-04-2022,VENTA,LOCAL,NUEVO,NARANJAL,0.0,600,210,2500000000.0,4166667.0,-75.58736848,6.25163719,2022,4,5
182881.0,05-04-2022,VENTA,LOCAL,NUEVO,LOS COLORES,0.0,780,187,3000000000.0,3846154.0,-75.59573647,6.2658011,2022,4,5
182886.0,05-04-2022,VENTA,LOCAL,USADO,VILLA NUEVA,0.0,8673,730,44400000000.0,5119336.0,-75.5629837,6.25126268,2022,4,5
182890.0,05-04-2022,VENTA,LOCAL,NUEVO,SAN DIEGO,0.0,4630,1251,27750000000.0,5993521.0,-75.56566302,6.22503139,2022,4,5
182906.0,06-04-2022,VENTA,LOCAL,NUEVO,LAS LOMAS # 1,0.0,5353,1876,44400000000.0,8294414.0,-75.56185835,6.21075428,2022,4,6
182907.0,06-04-2022,VENTA,LOCAL,USADO,LAURELES,0.0,4040,502,23000000000.0,5693069.0,-75.59686186,6.24567257,2022,4,6
